,name,date,code,market_name,market_key,v_kobo,kessan,p_kari,p_uri,bb,koutou,content
1311,リアルコム株式会社,2007/09/19,3856,マザーズ,新光証券,3000,6,"250,000円 - 320,000円",270000,2007/08/31 - 2007/09/06,-10.37,エンタープライズコンテンツマネージメント構築のためのソフトウェアの開発・販売、システムインテグレーション、コンサルティングの提供等
1312,株式会社ニックス,2007/09/18,4243,ＪＱ,新光証券,520000,9,"1,200円 - 1,400円",1300,2007/08/30 - 2007/09/05,-20.00,工業用プラスチック製品の企画、製造・販売
1313,株式会社バンテック・グループ・ホールディングス,2007/09/18,9382,東証１部,野村證券,57500,3,"233,000円 - 253,000円",233000,2007/08/30 - 2007/09/05,-25.75,自動車部品物流及び貨物の海外輸出入手配等
1314,株式会社オストジャパングループ,2007/09/10,2757,アンビシャス,みずほインベスターズ,670,6,"97,000円 - 117,000円",117000,2007/08/22 - 2007/08/28,-13.67,調剤薬局及び福祉施設の運営、化粧品の開発製造及び健康食品等の原料製造を含む受託研究、不動産賃貸管理等を含む子会社の経営管理等
1315,株式会社ジーエヌアイ,2007/08/31,2160,マザーズ,野村證券,15711000,3,90円 - 110円,90,2007/08/15 - 2007/08/21,-11.11,医薬品の研究・開発
1316,【取消】株式会社インターメスティック,2007/08/31,3084,ヘラクレス,日興シティグループ,5650,12,"460,000円 - 460,000円",470000,2007/08/16 - 2007/08/22,--,低価格眼鏡店「Zoff」等のフランチャイズ展開
1317,アークランドサービス株式会社,2007/08/30,3085,ＪＱ,野村證券,6900,12,"190,000円 - 200,000円",200000,2007/08/14 - 2007/08/20,-5.00,とんかつ専門店「かつや」を中心とする飲食店の経営並びにフランチャイズチェーン本部経営による加盟店の募集及び経営指導
1318,株式会社エルクリエイト,2007/08/09,3247,ＪＱ,みずほインベスターズ,2000,6,"170,000円 - 200,000円",200000,2007/07/24 - 2007/07/30,+27.50,不動産の企画開発販売、土地の仕入販売
1319,株式会社キトー,2007/08/09,6409,東証１部,大和証券SMBC,54847,3,"350,000円 - 400,000円",400000,2007/07/24 - 2007/07/30,-18.50,巻上機及びクレーン等の製造、販売
1320,チャイナ・ボーチー・エンバイロメンタル・ソリューションズ・テクノロジー（ホールディング）カンパニー・リミテッド ,2007/08/08,1412,東証１部,大和証券SMBC,138000,12,"140,000円 - 160,000円",160000,2007/07/23 - 2007/07/27,+72.50,主に石炭火力発電所で用いられる排煙脱硫・脱硝システム等の設計、建設、設置及びアフターサービスの提供等 
1321,日創プロニティ株式会社,2007/08/08,3440,福証Q-Board,三菱UFJ証券,2170,8,"210,000円 - 250,000円",250000,2007/07/23 - 2007/07/26,-24.40,オーダー加工品（ ユーザーからの個別仕様のオーダーに基づき、鋼板・ステンレス・アルミ等の金属材料を加工した製品）及び企画品（ 一定の規格に基づく量産可能な金属製品を、ユーザーに対しての提案商品として企画したうえで加工した製品）等の製造及び販売を行っている。
1322,株式会社シーズメン,2007/08/07,3083,ヘラクレス,新光証券,3200,2,"380,000円 - 420,000円",420000,2007/07/19 - 2007/07/25,-9.52,カジュアルウェア及び雑貨等の小売事業
1323,前田工繊株式会社,2007/08/06,7821,東証２部,野村證券,740000,9,"2,900円 - 3,000円",3000,2007/07/19 - 2007/07/25,+0.33,建築資材、土木資材及び各種繊維を原料とした産業資材の製造販売
1324,株式会社トリケミカル研究所,2007/08/03,4369,ヘラクレス,新光証券,1800000,1,500円 - 540円,540,2007/07/17 - 2007/07/23,+18.51,半導体・光ファイバー用等高純度化学材料の研究開発・製造・販売
1325,株式会社フルスピード ,2007/08/02,2159,マザーズ,みずほインベスターズ,3300,7,"450,000円 - 510,000円",510000,2007/07/13 - 2007/07/20,+62.74,SEOコンサルティング事業及びインターネット広告代理業等
1326,株式会社ディア・ライフ,2007/08/02,3245,マザーズ,日興シティグループ,2300,9,"225,000円 - 255,000円",255000,2007/07/18 - 2007/07/24,+71.37,レジデンス等の不動産物件の企画・開発・販売事業、不動産の投資・運用業務の受託、並びに不動産業界への人材派遣業務等
1327,株式会社コーセーアールイー,2007/08/02,3246,福岡証,東洋証券,3600,1,"130,000円 - 150,000円",150000,2007/07/17 - 2007/07/20,+1.33,不動産販売事業及び不動産賃貸管理事業を主たる業務としている。
1328,サムティ株式会社,2007/07/31,3244,ヘラクレス,三菱UFJ証券,36750,11,"250,000円 - 300,000円",300000,2007/07/12 - 2007/07/18,-23.33,不動産の流動化、分譲、賃貸事業、ホテルの運営
1329,株式会社ダイヨシトラスト,2007/07/25,3243,福証Q-Board,東洋証券,2500,8,"180,000円 - 210,000円",210000,2007/07/06 - 2007/07/11,-5.71,パーキング事業及び不動産賃貸事業、並びに不動産販売事業を基幹事業としている。
1330,株式会社三ツ知,2007/07/25,3439,ＪＱ,東海東京証券,600000,6,"1,800円 - 1,900円",1900,2007/07/06 - 2007/07/12,+34.21,自動車部品に係るカスタムファスナーの製造・販売
1331,【取消】ナインユー・インターナショナル・リミテッド,2007/07/12,3855,ヘラクレス,モルガン・スタンレー証券,106700,12,"160,000円 - 160,000円",200000,2007/06/27 - 2007/07/03,--,中国国内におけるオンラインゲームの企画・開発、配信・運営、自社開発タイトルの中国国外ライセンス提供及びポータルサイトの運営等
1332,株式会社きちり,2007/07/06,3082,ヘラクレス,みずほインベスターズ,1200,6,"132,000円 - 152,000円",152000,2007/06/19 - 2007/06/25,+156.57,飲食店「KICHIRI」等の運営
1333,株式会社アイル,2007/06/29,3854,ヘラクレス,大和証券SMBC,2070,7,"215,000円 - 255,000円",255000,2007/06/13 - 2007/06/19,+154.90,1)基幹業務システムの開発・販売・運用保守 2)求人・求職/人材教育支援サービス 3)Web活用戦略支援サービス
1334,株式会社エヌ・ピー・シー,2007/06/29,6255,マザーズ,岡三証券,300000,8,"2,900円 - 3,200円",3200,2007/06/12 - 2007/06/18,+151.56,太陽電池製造装置及び真空包装機の開発・製造・販売
1335,株式会社コシダカ,2007/06/27,2157,ＪＱ,野村證券,6900,8,"240,000円 - 260,000円",260000,2007/06/11 - 2007/06/15,+34.61,カラオケボックスの直営店「カラオケ本舗まねきねこ」の運営等
1336,株式会社ＵＢＩＣ,2007/06/26,2158,マザーズ,三菱UFJ証券,118000,3,"7,000円 - 8,500円",8500,2007/06/11 - 2007/06/14,+138.82,コンピュータ不正調査及び米国訴訟における電子データの証拠開示支援等
1337,インフォテリア株式会社,2007/06/22,3853,マザーズ,野村證券,8629,3,"55,000円 - 60,000円",60000,2007/06/06 - 2007/06/12,+155.00,「XML」をベースとし、データ連携を実現するミドルウェアである「ASTERIA」等の開発、販売、保守等
1338,株式会社ネットインデックス,2007/06/22,6634,ＪＱ,大和証券SMBC,1200,3,"440,000円 - 480,000円",480000,2007/06/06 - 2007/06/12,+193.75,通信関連機器（データ通信カード、ＰＨＳの通信モジュール・端末等）の開発・製造・販売、通信関連システムの開発・保守サービス等
1339,セーラー広告株式会社,2007/06/21,2156,ＪＱ,大和証券SMBC,1242000,3,300円 - 330円,330,2007/06/05 - 2007/06/11,+20.00,各種メディアを活用した広告の企画・立案・制作、広告枠の販売およびセールスプロモーション等の総合広告サービス
1340,株式会社マネーパートナーズ,2007/06/21,8732,ヘラクレス,日興シティグループ,15000,12,"180,000円 - 210,000円",210000,2007/06/06 - 2007/06/12,+76.19,外国為替証拠金取引事業
1341,サイバーコム株式会社,2007/06/19,3852,ＪＱ,大和証券SMBC,450000,3,"1,700円 - 1,900円",1900,2007/06/01 - 2007/06/07,+92.63,通信系分野を中心としたソフトウェアの受託開発等
1342,株式会社日本一ソフトウェア,2007/06/13,3851,ＪＱ,大和証券SMBC,4140,3,"170,000円 - 180,000円",180000,2007/05/28 - 2007/06/01,+95.00,家庭用ゲームソフト等の企画・開発及び販売
1343,株式会社カービュー,2007/06/12,2155,マザーズ,新光証券,6050,3,"900,000円 - 1,100,000円",1100000,2007/05/24 - 2007/05/30,+5.45,自動車総合専門サイト「carview.co.jp」等の運営によるインターネット広告事業
1344,株式会社タカギセイコー,2007/06/08,4242,ＪＱ,大和証券SMBC,2500000,3,540円 - 600円,600,2007/05/23 - 2007/05/29,+3.16,プラスチック製品及びその製作に使用する金型の製造、販売等
1345,株式会社エヌ・ティ・ティ・データ・イントラマート ,2007/06/07,3850,マザーズ,大和証券SMBC,5175,3,"155,000円 - 185,000円",185000,2007/05/22 - 2007/05/28,+97.29,Webシステム基盤の構築のためのパッケージソフトウェア「intra-mart」の開発・販売・保守等
1346,株式会社トラストワークス,2007/06/06,2154,ＪＱ,大和証券SMBC,3025,6,"260,000円 - 290,000円",290000,2007/05/21 - 2007/05/25,+72.41,主に製造業に対する請負・派遣業務を中心とした人材サービス関連事業
1347,株式会社タケエイ,2007/05/30,2151,マザーズ,東海東京証券,440000,3,"6,700円 - 7,000円",7000,2007/05/14 - 2007/05/18,+12.14,建設廃棄物等の再資源化を中心とした環境ソリューション事業
1348,幼児活動研究会株式会社,2007/05/28,2152,ヘラクレス,新光証券,220000,3,"1,700円 - 1,850円",1850,2007/05/10 - 2007/05/16,+92.43,幼児・小学生への体育指導及び幼稚園・保育園への経営コンサルティング等
1349,日本テクノ・ラボ株式会社,2007/05/22,3849,アンビシャス,IPO証券,1400,3,"80,000円 - 100,000円",100000,2007/05/01 - 2007/05/09,-20.00,各種事業におけるソフトウェアの開発、販売及びシステムインテグレーション等
1350,アジア・メディア・カンパニー・リミテッド,2007/04/26,2149,マザーズ,野村證券,8050000,12,600円 - 640円,640,2007/04/10 - 2007/04/16,+5.00,中国国内におけるテレビ番組情報ガイドチャンネルの運営及びその他のテレビ広告代理事業
1351,株式会社ジェーソン,2007/04/26,3080,ヘラクレス,いちよし証券,1300000,2,330円 - 360円,360,2007/04/09 - 2007/04/13,+2.77,バラエティストア業態店舗の運営等
1352,ディーブイエックス株式会社,2007/04/25,3079,ＪＱ,大和証券SMBC,190000,3,"2,900円 - 3,200円",3200,2007/04/09 - 2007/04/13,+6.25,心臓ペースメーカ、ICD（植込み型除細動器）及び電極カテーテル等の循環器疾病分野の医療機器販売等
1353,株式会社データ・アプリケーション,2007/04/25,3848,ＪＱ,新光証券,3000,3,"150,000円 - 200,000円",200000,2007/04/06 - 2007/04/12,+90.00,データ交換向けのソフトウェア製品の開発、販売並びにソフトウェア製品の導入や運用を支援するサービスの提供
1354,株式会社ニューフレアテクノロジー,2007/04/25,6256,ＪＱ,野村證券,21000,3,"210,000円 - 220,000円",220000,2007/04/09 - 2007/04/13,+18.18,半導体製造装置の開発、製造、販売
1355,株式会社ユニバース,2007/04/24,3078,東証２部,野村證券,2700000,4,"1,500円 - 1,700円",1700,2007/04/06 - 2007/04/12,-7.00,青森県・岩手県・秋田県での食品スーパーマーケット事業の展開
1356,株式会社ケアネット,2007/04/20,2150,マザーズ,野村證券,11500,3,"160,000円 - 170,000円",170000,2007/04/05 - 2007/04/10,+54.70,製薬企業向け医薬営業支援サービス及び医師向け医療コンテンツ等の提供
1357,アイティメディア株式会社,2007/04/19,2148,マザーズ,新光証券,5392,3,"350,000円 - 450,000円",450000,2007/04/04 - 2007/04/10,+51.11,ＩＴ系総合情報サイト「ＩＴｍｅｄｉａ」（アイティメディア）の運営によるインターネット広告事業
1358,ホリイフードサービス株式会社,2007/04/19,3077,ＪＱ,大和証券SMBC,690000,3,"900円 - 1,100円",1100,2007/04/03 - 2007/04/09,+9.18,北関東エリアを中心とした、自社開発業態であるオリジナル部門３業態及びフランチャイズ部門４業態による外食事業の展開
1359,パシフィックシステム株式会社,2007/04/19,3847,ＪＱ,みずほ証券,200000,3,"1,750円 - 1,900円",1900,2007/04/03 - 2007/04/09,+57.89,システムインテグレーション、アウトソーシング（システム運営管理、データセンタ運営管理）、ソフトウェア開発（受託開発、パッケージソフト等）、画像処理システムの設計、開発等
1360,株式会社八千代銀行 ,2007/04/19,8409,東証１部,野村證券,25000,3,"600,000円 - 630,000円",630000,2007/04/03 - 2007/04/09,-5.55,銀行業
1361,株式会社エイチアイ,2007/04/12,3846,ＪＱ,野村證券,5500,3,"250,000円 - 270,000円",270000,2007/03/27 - 2007/04/02,+107.40,コンピュータソフトウェアの企画・開発・販売・サポートおよび３Ｄコンテンツの企画・制作
1362,データリンクス株式会社,2007/04/06,2145,ＪＱ,野村證券,2840,3,"130,000円 - 160,000円",160000,2007/03/20 - 2007/03/27,+86.25,システムインテグレーション等を行うシステムソリューションサービス事業及び人材派遣、業務請負等のサービスを行うＢＰＯサービス事業
1363,株式会社アーバネットコーポレーション,2007/03/28,3242,ＪＱ,新光証券,4500,6,"320,000円 - 350,000円",350000,2007/03/09 - 2007/03/15,+42.85,不動産の開発販売、事業用地の仕入販売及び設計、施工監理の業務受託などの不動産開発事業
1364,株式会社大日光・エンジニアリング,2007/03/22,6635,ＪＱ,野村證券,690000,12,"3,000円 - 3,200円",3200,2007/03/05 - 2007/03/09,-12.81,電子部品実装事業
1365,フリービット株式会社,2007/03/20,3843,マザーズ,みずほインベスターズ,2000,4,"300,000円 - 340,000円",340000,2007/03/01 - 2007/03/07,+42.35,インターネット接続事業者へのインフラ提供及びネットワーク構築関連技術の提供
1366,コムチュア株式会社,2007/03/20,3844,ＪＱ,三菱UFJ証券,3500,3,"150,000円 - 170,000円",170000,2007/03/01 - 2007/03/07,+30.00,各種コンピュータシステムの提案、構築、保守及び運用に係る情報処理サービスの提供
1367,株式会社シスウェーブ,2007/03/20,6636,ＪＱ,大和証券SMBC,70000,3,"11,000円 - 13,000円",13000,2007/03/02 - 2007/03/08,+7.69,ＬＳＩ開発の受託及びＬＳＩ等のテスト関連のシステム開発
1368,株式会社やまねメディカル,2007/03/19,2144,ヘラクレス,みずほインベスターズ,2200,3,"170,000円 - 210,000円",210000,2007/02/28 - 2007/03/06,+23.80,介護保険法による通所介護サービス事業等
1369,株式会社アイフリーク,2007/03/19,3845,ヘラクレス,三菱UFJ証券,3800,3,"240,000円 - 280,000円",280000,2007/03/05 - 2007/03/08,+78.57,モバイルコンテンツビジネス及びモバイルマーケティングサービス
1370,株式会社ユー・エス・ジェイ,2007/03/16,2142,マザーズ,野村證券、ゴールドマン・サックス証券,400000,3,"45,000円 - 49,000円",49000,2007/02/27 - 2007/03/02,-4.89,テーマパーク「ユニバーサル・スタジオ・ジャパン」の運営等
1371,寺崎電気産業株式会社,2007/03/16,6637,ＪＱ,野村證券,1800000,3,"1,200円 - 1,280円",1280,2007/02/28 - 2007/03/06,+19.53,船舶用及び産業用の配電制御システム、低圧遮断器等の製造・販売
1372,株式会社秀文社,2007/03/15,2143,ヘラクレス,ＳＭＢＣフレンド証券,35000,3,"10,000円 - 12,000円",12000,2007/02/26 - 2007/03/02,+16.66,学習塾事業及び介護・福祉事業等
1373,株式会社ジーダット,2007/03/15,3841,ＪＱ,いちよし証券,3330,3,"130,000円 - 150,000円",150000,2007/02/27 - 2007/03/05,+80.00,電子回路・半導体集積回路・液晶モジュール等の設計支援のためのソフトウェア開発・販売及びコンサルテーション
1374,株式会社ミマキエンジニアリング,2007/03/15,6638,ＪＱ,大和証券SMBC,4000,3,"430,000円 - 490,000円",490000,2007/02/27 - 2007/03/05,+4.48,業務用広幅プリンタ、カッティングプロッタ等の製造・販売
1375,株式会社エーアイテイー,2007/03/15,9381,マザーズ,オリックス証券,4950,2,"100,000円 - 120,000円",120000,2007/02/26 - 2007/03/02,+117.50,国際貨物輸送事業
1376,株式会社ネクストジェン,2007/03/14,3842,ヘラクレス,三菱UFJ証券,4200,12,"130,000円 - 170,000円",170000,2007/02/27 - 2007/03/02,+94.11,ＮＧＮ（次世代通信網）に関わるソフトウェア製品の開発・販売・保守サポート及びコンサルティング
1377,株式会社コンテック,2007/03/14,6639,東証２部,野村證券,1035000,3,"2,300円 - 2,400円",2400,2007/02/23 - 2007/03/01,-3.33,産業用向けの電子機器及び関連機器の開発、製造、販売
1378,イー・キャッシュ株式会社,2007/03/12,3840,マザーズ,みずほ証券,6440,3,"130,000円 - 150,000円",150000,2007/02/21 - 2007/02/27,+101.33,ＲＦＩＤ事業、決済代行事業
1379,株式会社ソリトンシステムズ,2007/03/09,3040,ＪＱ,野村證券,1265000,3,"1,700円 - 1,850円",1850,2007/02/21 - 2007/02/27,+6.64,ＩＴセキュリティ製品の開発・販売、ブロードバンド・コンテンツ配信システムの構築・運用、組み込みシステムとＬＳＩの開発・販売
1380,株式会社ＯＤＫソリューションズ,2007/03/08,3839,ヘラクレス,野村證券,31050,3,"58,000円 - 60,000円",60000,2007/02/20 - 2007/02/26,+21.83,情報処理アウトソーシングサービス（システム運用・システム開発及び保守・機械販売）の提供
1381,イー・ギャランティ株式会社,2007/03/08,8771,ＪＱ,大和証券SMBC,2698,3,"220,000円 - 255,000円",255000,2007/02/20 - 2007/02/26,+107.05,事業法人、金融法人向け信用保証事業
1382,株式会社ゴルフパートナー,2007/03/07,3074,マザーズ,日興シティグループ,4000,5,"50,000円 - 55,000円",55000,2007/02/20 - 2007/02/26,+66.18,直営及び FC 加盟店での中古ゴルフクラブ及び新品ゴルフ用品の販売事業
1383,株式会社銚子丸,2007/03/07,3075,ＪＱ,大和証券SMBC,23000,5,"36,000円 - 38,000円",38000,2007/02/19 - 2007/02/23,+36.84,グルメ回転寿司
1384,株式会社ダイヤモンドダイニング,2007/03/06,3073,ヘラクレス,SBIイー・トレード証券,1200,2,"760,000円 - 800,000円",800000,2007/02/16 - 2007/02/22,+70.00,多業態（マルチコンセプト）飲食店の経営
1385,【取消】株式会社アクロス,2007/03/05,3072,名証セ,IPO証券,2000,5,"100,000円 - 100,000円",2007/02/2,2007/02/15 - 2007/02/21,--,複合カフェ「COMIC BUSTER」ブランドでのフランチャイズ展開　等
1386,株式会社免疫生物研究所,2007/03/02,4570,ヘラクレス,野村證券,232870,3,"9,000円 - 11,000円",11000,2007/02/13 - 2007/02/19,-9.09,「抗体」を中心とした研究用試薬等の製造・販売、医薬シーズライセンス事業及び実験動物の輸入販売
1387,株式会社テラネッツ,2007/02/28,2140,アンビシャス,ディー・ブレイン証券,3000,12,"100,000円 - 120,000円",120000,2007/02/09 - 2007/02/15,-25.00,デジタルコンテンツの制作・販売、ゲームソフトの開発・販売・配信
1388,株式会社AQインタラクティブ,2007/02/28,3838,ＪＱ,みずほ証券,8000,3,"126,000円 - 156,000円",156000,2007/02/09 - 2007/02/16,+41.02,ゲームソフトの企画・開発・販売
1389,ＦＣＭ株式会社,2007/02/28,5758,ヘラクレス,日興シティグループ,368000,3,"2,250円 - 2,450円",2450,2007/02/13 - 2007/02/19,+22.44,金属メッキ事業、フィルム・特殊機能材事業及び伸線事業
1390,永大産業株式会社,2007/02/28,7822,東証２部,野村證券,5000000,3,480円 - 520円,520,2007/02/09 - 2007/02/16,-3.84,住宅用の木質建材及び設備機器の製造販売
1391,テイ・エス テック株式会社,2007/02/23,7313,東証１部,日興シティグループ,6060800,3,"2,400円 - 2,600円",2600,2007/02/07 - 2007/02/14,+26.92,四輪車用及び二輪車用のシート、四輪車用内装品等の製造販売
1392,　ファーマライズ株式会社,2007/02/21,2796,ＪＱ,大和証券SMBC,2070,5,"240,000円 - 270,000円",270000,2007/02/02 - 2007/02/08,+40.00,調剤薬局事業、処方データビジネス事業
1393,株式会社ストリーム,2007/02/20,3071,マザーズ,大和証券SMBC,4500,1,"150,000円 - 180,000円",180000,2007/02/01 - 2007/02/07,+101.66,パソコン及びその周辺機器、家電等のインターネット通販サイト「ＥＣカレント」の運営事業等
1394,株式会社中広,2007/02/19,2139,名証セ,みずほインベスターズ,750000,3,260円 - 300円,300,2007/01/31 - 2007/02/06,-26.66,地域密着型生活情報誌の発行をはじめとする広告代理業
1395,アドソル日進株式会社,2007/02/19,3837,ＪＱ,三菱UFJ証券,140000,3,"3,000円 - 3,150円",3150,2007/01/30 - 2007/02/05,+68.25,独立系システム開発企業として、企業や公共向け情報システム及び組込みシステムに特化したソリューションを提供
1396,株式会社ウェブドゥジャパン,2007/02/14,2138,ヘラクレス,みずほインベスターズ,7100,3,"136,000円 - 156,000円",156000,2007/01/25 - 2007/01/31,+86.53,ＩＴ関連の業務受託・請負業、携帯に特化した広告業等
1397,株式会社ウィル不動産販売,2007/02/14,3241,ＪＱ,大和証券SMBC,2760,12,"180,000円 - 200,000円",200000,2007/01/26 - 2007/02/01,+110.00,不動産の流通、リフォーム、リノベーション、開発分譲及び受託販売事業等
1398,株式会社インネクスト,2007/02/14,6660,アンビシャス,ディー・ブレイン証券,5000,6,"29,000円 - 35,000円",35000,2007/01/26 - 2007/01/31,-18.57,液晶パネル検査装置の開発・製造・販売および医療機器、計測機器、産業機器の輸入・販売
1399,株式会社エルモ社,2007/02/14,7773,ＪＱ,三菱UFJ証券,1163000,2,330円 - 370円,370,2007/01/25 - 2007/01/31,+25.13,監視カメラや書画カメラ（資料提示装置）などの光学関連機器等の開発、製造、販売
1400,株式会社アートネイチャー,2007/02/14,7823,ＪＱ,野村證券,1518000,3,"6,500円 - 7,000円",7000,2007/01/26 - 2007/02/01,0,かつらの製造・販売を中心とする総合毛髪関連事業
1401,株式会社アサックス,2007/02/14,8772,東証２部,日興シティグループ,10380,3,"310,000円 - 360,000円",360000,2007/01/29 - 2007/02/02,+23.88,不動産担保ローン事業
1402,株式会社総和地所,2007/02/09,3239,ＪＱ,三菱UFJ証券,2500,2,"330,000円 - 360,000円",360000,2007/01/23 - 2007/01/29,+69.44,分譲マンション、戸建住宅の企画・開発・販売事業
1403,株式会社藤商事,2007/02/09,6257,ＪＱ,大和証券SMBC,65000,3,"160,000円 - 180,000円",180000,2007/01/24 - 2007/01/30,0,パチンコ遊技機、パチスロ遊技機の開発、製造、販売
1404,株式会社ディーバ,2007/02/08,3836,ヘラクレス,いちよし証券,1535,6,"180,000円 - 200,000円",200000,2007/01/23 - 2007/01/29,+130.00,連結経営を支援するソフトウェア製品の開発・販売・保守及びコンサルティング
1405,株式会社アマガサ,2007/02/07,3070,ヘラクレス,みずほインベスターズ,2400,12,"170,000円 - 190,000円",190000,2007/01/19 - 2007/01/25,+118.42,ノンレザー婦人靴の卸売業及び小売業
1406,株式会社光ハイツ・ヴェラス,2007/02/06,2137,アンビシャス,エイチ・エス証券,1500,3,"250,000円 - 270,000円",270000,2007/01/19 - 2007/01/24,+4.44,有料老人ホームの設置、運営、管理事業等
1407,株式会社ｐａｐｅｒｂｏｙ＆ｃｏ．,2008/12/19,3633,ＪＱ,新光証券,150000,12,"1,800円 - 1,900円",1900,2008/12/04 - 2008/12/10,+110.52,個人向けホスティング事業、オンラインショップ構築サービス、広告メディア事業等
1408,株式会社リックコーポレーション,2008/12/17,3147,ヘラクレス,新光証券,1320000,2,330円 - 360円,330,2008/12/01 - 2008/12/05,0,ホームセンター及びペットショップの運営
1409,グリー株式会社,2008/12/17,3632,マザーズ,野村證券,4030000,6,"3,200円 - 3,300円",3300,2008/12/01 - 2008/12/05,+51.51,インターネットメディア事業
1410,株式会社ショーエイコーポレーション,2008/12/16,9385,ヘラクレス,みずほインベスターズ,1800000,3,225円 - 250円,225,2008/11/28 - 2008/12/04,+4.88,プラスチックフィルム包装資材の企画・製造販売並びにプラスチックフィルムを用いたダイレクトメールの封入封緘及び配送
1411,ソーバル株式会社,2008/12/12,2186,ＪＱ,大和証券SMBC,580000,2,600円 - 800円,600,2008/11/26 - 2008/12/02,+6.66,ファームウエア等の開発及び評価に関するサービスを、当社従業員の特定人材派遣及び業務請負により提供するエンジニアリング事業
1412,ホシザキ電機株式会社,2008/12/10,6465,東証１部,野村證券,11522900,12,750円 - 800円,750,2008/11/21 - 2008/11/28,-6.00,業務用厨房機器の研究開発及び製造販売
1413,らでぃっしゅぼーや株式会社,2008/12/09,3146,ＪＱ,野村證券,1620000,2,600円 - 630円,600,2008/11/20 - 2008/11/27,0,会員に対する戸別宅配及び百貨店・スーパー等への卸売による販売
1414,株式会社エス・ディー・エス　バイオテック,2008/12/08,4952,ＪＱ,みずほ証券,920000,12,750円 - 900円,750,2008/11/20 - 2008/11/27,-7.60,農薬の有効成分（原体）及び農薬（製剤）の研究開発、製造及び販売
1415,株式会社シイエム・シイ,2008/12/04,2185,ＪＱ,野村證券,468000,9,"1,900円 - 2,000円",1900,2008/11/17 - 2008/11/21,-18.94,マーケティング事業及びシステム開発事業
1416,ヒューリック株式会社,2008/11/11,3265,東証１部,みずほインベスターズ,30000000,12,470円 - 520円,470,2008/10/23 - 2008/10/29,-9.57,不動産事業及び保険代理店事業
1417,オーウイル株式会社,2008/11/07,3143,ＪＱ,野村證券,1150000,3,450円 - 550円,450,2008/10/21 - 2008/10/27,-7.11,食品原料の国内販売及び輸出入取引、コンビニエンスストアの運営
1418,株式会社アサカ理研,2008/11/06,5724,ＪＱ,野村證券,690000,9,800円 - 900円,800,2008/10/20 - 2008/10/24,-6.25,電子部品等からの貴金属の回収精錬、治具洗浄及び工業用薬品製造等
1419,内外トランスライン株式会社,2008/11/05,9384,東証２部,野村證券,731800,12,"1,200円 - 1,600円",1200,2008/10/16 - 2008/10/22,-7.00,貨物利用運送業
1420,株式会社電算システム,2008/10/30,3630,東証２部,野村證券,1495000,12,850円 - 950円,850,2008/10/14 - 2008/10/20,-7.05,情報サービス事業及び収納代行サービス事業 
1421,株式会社クロス・マーケティング,2008/10/28,3629,マザーズ,野村證券,700000,12,570円 - 600円,590,2008/10/08 - 2008/10/15,-1.69,インターネットを用いた市場調査活動及びそれに付随する分析・集計業務
1422,【取消】トライウォール株式会社,2008/10/28,3957,ＪＱ,大和証券SMBC,305000,12,2008/10/07,2008/10/1,2008/10/09 - 2008/10/16,--,重量物包装材等の製造・販売
1423,株式会社リニカル,2008/10/27,2183,マザーズ,大和証券SMBC,1230500,3,"1,000円 - 1,300円",1000,2008/10/08 - 2008/10/15,-39.00,医薬品開発受託事業
1424,株式会社メディサイエンスプラニング,2008/10/07,2182,ヘラクレス,高木証券,500000,8,"1,000円 - 1,100円",1100,2008/09/18 - 2008/09/25,+10.00,製薬会社等との契約に基づく、製薬会社等の行う臨床試験等の運営・管理に係る各種業務の一部又は全部の受託
1425,株式会社データホライゾン ,2008/09/19,3628,マザーズ,野村證券,368000,3,"1,500円 - 1,650円",1650,2008/09/04 - 2008/09/09,+15.15,ジェネリック医薬品通知サービス等の医療関連情報事業 
1426,ＦＸプライム株式会社,2008/09/18,8711,ＪＱ,みずほインベスターズ,2590000,3,"1,100円 - 1,300円",1100,2008/09/01 - 2008/09/05,-18.18,外国為替保証金取引を中心とした外国為替取引事業
1427,株式会社サニーサイドアップ,2008/09/05,2180,ヘラクレス,みずほインベスターズ,190000,6,"2,500円 - 2,800円",2800,2008/08/21 - 2008/08/27,-1.42,1)ＰＲ（広報）・ＳＰ（販促）におけるコンサルティングから戦略・施策の企画立案、実施 2)アスリート・スペシャリスト（アーティスト・文化人等）のマネジメント 3)各種コンテンツの企画・制作
1428,株式会社成学社,2008/08/22,2179,ＪＱ,大和証券SMBC,3450,5,"92,000円 - 107,000円",98000,2008/08/06 - 2008/08/12,0,学習塾の経営等
1429,株式会社ベンチャーリパブリック,2008/08/07,2177,ヘラクレス,三菱UFJ証券,172500,12,"2,700円 - 3,000円",3000,2008/07/18 - 2008/07/25,-6.66,価格比較サイト・バーティカルポータルサイト等の運営を通じた消費者の為の購買支援事業。インターネットを使った各種マーケティングおよび販売促進事業。
1430,株式会社トライステージ ,2008/08/07,2178,マザーズ,日興シティグループ,504000,2,"3,500円 - 4,000円",4000,2008/07/23 - 2008/07/29,-35.25,テレビ通信販売を中心としたダイレクトマーケティング支援事業
1431,株式会社アスコット,2008/08/05,3264,ＪＱ,大和証券SMBC,1390000,9,650円 - 750円,650,2008/07/17 - 2008/07/24,-7.69,不動産開発事業（分譲マンション開発並びに収益不動産開発）、ソリューション事業等
