,name,date,code,market_name,market_key,v_kobo,kessan,p_kari,p_uri,bb,koutou,content
0,リキッドオーディオ・ジャパン,1999/12/22,4740,マザーズ,日興ソロモン・スミス・バーニー証券,1000,6,"1,800,000円 - 1,800,000円",3000000,1999/12/08 - 1999/12/13,+103.33,インターネット及びコンピュータを利用した音楽の配信システムの開発及び販売
1,インターネット総合研究所,1999/12/22,4741,マザーズ,野村證券,1000,6,"4,000,000円 - 4,000,000円",11700000,1999/12/06 - 1999/12/09,+352.99,インターネットシステム開発
2,なか卯,1999/12/20,7627,ＪＱ,日興ソロモン・スミス・バーニー証券,770000,3,700円 - 700円,900,1999/12/03 - 1999/12/08,+11.11,直営店・フランチャイズ･システムによる牛丼・親子丼・うどんを中心とした飲食物の販売
3,SEED(シード）,1999/12/17,1739,大証新,いちよし証券,700,3,1999/11/29,500000,1999/12/01 - 1999/12/06,+20.00,建築工事の設計、施工及び管理並びに不動産の売買、賃貸、仲介
4,東急リバブル,1999/12/17,8879,東証２部,野村證券,3350000,3,680円 - 680円,720,1999/12/02 - 1999/12/07,-20.83,不動産仲介業、不動産販売受託業
5,ビーアイジーグループ,1999/12/17,9439,ＪＱ,大和証券エスビー,1000,6,"3,700,000円 - 3,700,000円",4300000,1999/11/30 - 1999/12/06,+713.95,移動体通信サービスの加入契約取次代理店事業及び、移動体通信端末の販売等
6,コーセー,1999/12/16,4922,ＪＱ,野村證券,6000000,3,"4,000円 - 4,000円",4500,1999/11/29 - 1999/12/03,-8.88,化粧品の製造・販売
7,石井表記,1999/12/16,6336,広島証,国際証券,900000,1,"1,500円 - 1,500円",2000,1999/12/01 - 1999/12/06,+60.00,プリント基板製造装置及び電子制御機器関連部品等の製造・販売
8,サミー,1999/12/16,6426,ＪＱ,大和証券エスビー,2000000,3,"5,000円 - 5,000円",6000,1999/11/29 - 1999/12/03,-5.00,パチスロ、パチンコ遊戯機の製造販売及び、アミューズメント機器等の製造販売
9,ドッドウェルビー･エム・エス,1999/12/15,7626,ＪＱ,大和証券エスビー,800000,6,"1,600円 - 1,600円",2000,1999/11/29 - 1999/12/03,+80.00,コンピュータシステム及び情報関連機器、メーリングシステム機器、カードシステム機器の販売及び保守サービス
10,スターフューチャーズ証券,1999/12/15,8741,福岡証,日興ソロモン・スミス・バーニー証券,500000,3,"1,000円 - 1,000円",1200,1999/11/29 - 1999/12/02,0,商品市場における取引の受託を行う業務及び、取引を行う業務
11,極東工業,1999/12/14,1740,広島証,野村證券,1500000,3,450円 - 450円,500,1999/11/26 - 1999/12/01,+3.00,プレストレストコンクリート橋梁工事等の建設工事並びに土木工事の請負等
12,伊藤忠テクノサイエンス,1999/12/14,4739,東証１部,日興ソロモン・スミス・バーニー証券,5000000,3,"19,000円 - 19,000円",22000,1999/11/29 - 1999/12/03,+152.72,コンピュータ・ネットワークシステムの販売、ソフトウェア開発及び保守
13,内藤,1999/12/14,7624,ＪＱ,日興ソロモン・スミス・バーニー証券,1000000,3,"1,350円 - 1,350円",1600,1999/11/30 - 1999/12/03,-6.25,機械工具･機会機具商品等の卸売販売
14,サンオータス,1999/12/10,7623,ＪＱ,日興ソロモン・スミス・バーニー証券,700000,4,"1,000円 - 1,000円",1200,1999/11/25 - 1999/12/01,-16.66,ガソリンスタンドの経営を中心とした、自動車販売、自動車整備、カー用品販売等の自動車に係る「トータルカーサービス」の展開
15,シダックス・コミュニティー,1999/12/08,4737,ＪＱ,日興ソロモン・スミス・バーニー証券,3000000,3,"3,200円 - 3,200円",4000,1999/11/24 - 1999/11/29,0,レストランカラオケの全国チェーン経営
16,グローバルダイニング,1999/12/07,7625,東証２部,日興ソロモン・スミス・バーニー証券,1350000,12,"4,000,000円 - 4,000,000円",4800,1999/11/22 - 1999/11/26,+111.04,都内を中心に店舗を展開する外食産業
17,デンカ生研,1999/12/03,4561,ＪＱ,日興ソロモン・スミス・バーニー証券,900000,3,"1,800円 - 1,800円",2200,1999/11/18 - 1999/11/24,+59.09,ワクチン・検査試薬の製造及び販売
18,日立ビジネスソリューション,1999/12/03,4738,東証２部,野村證券,6000000,3,"2,400円 - 2,400円",2700,1999/11/15 - 1999/11/19,+66.66,ソフトウェア開発・システム構築によるソリューションの提供、ハードウェアの販売及び付帯するサービスの提供
19,ビー・エム・エル,1999/11/30,4694,ＪＱ,日興ソロモン・スミス・バーニー証券,2400000,3,"3,300円 - 3,300円",3700,1999/11/15 - 1999/11/18,0,臨床検査の受託業務
20,京写,1999/11/30,6837,ＪＱ,大和証券エスビー,1300000,3,"1,100円 - 1,100円",1300,1999/11/10 - 1999/11/16,+50.76,プリント配線板及び関連製品の製造･販売
21,日本綜合地所,1999/11/25,8878,ＪＱ,日興ソロモン・スミス・バーニー証券,1000000,3,"2,900円 - 2,900円",3300,1999/11/10 - 1999/11/15,0,新築分譲マンション及び戸建住宅の販売、分譲マンションの販売代理、企画、広告宣伝、モデルルームの設営及び運営
22,荒川化学工業,1999/11/17,4968,大証２部,野村證券,2000000,3,"1,300円 - 1,300円",1500,1999/10/29 - 1999/11/04,-6.66,製紙用薬品、印刷インキ・塗料用樹脂及び合成ゴム重合用乳化剤、粘着･接着剤用樹脂等の製造販売
23,焼肉屋さかい,1999/11/17,7622,ＪＱ,国際証券,1000000,4,"1,800円 - 1,800円",2300,1999/10/29 - 1999/11/04,+96.52,ロードサイド型を主体とした焼肉専門店等の経営及び、フランチャイズ展開
24,東部ネットワーク,1999/11/17,9036,ＪＱ,野村證券,800000,3,800円 - 800円,900,1999/10/28 - 1999/11/04,+2.22,貨物自動車運送事業を主体に、商品販売事業、不動産の賃貸並びに自動車整備等を経営
25,うかい,1999/11/12,7621,ＪＱ,野村證券,1000000,3,"2,000円 - 2,000円",2100,1999/10/25 - 1999/10/29,+49.52,日本料理及び西洋料理のディナーレストラン及びミュージアム・パーク等の経営
26,田中商事,1999/11/11,7619,ＪＱ,新日本証券,1030000,3,550円 - 550円,750,1999/10/22 - 1999/10/27,+12.00,電設資材の卸売
27,ヤマト硝子,1999/11/11,7620,ＪＱ,国際証券,700000,3,530円 - 530円,630,1999/10/25 - 1999/10/29,+47.61,食品容器の製造･販売及びエレクトロニクス関連部品の販売
28,日本ラッド,1999/11/09,4736,ＪＱ,大和証券エスビー,800000,3,"1,700円 - 1,700円",2000,1999/10/21 - 1999/10/27,+125.00,通信、制御及び業務アプリケーション等のソフトウェア受託開発
29,駿河精機,1999/11/02,6468,ＪＱ,日興ソロモン・スミス・バーニー証券,800000,3,"1,100円 - 1,100円",1300,1999/10/19 - 1999/10/22,+38.46,精密金型部品、光学用実験機器等の製造･販売
30,なとり,1999/11/01,2922,ＪＱ,日興ソロモン・スミス・バーニー証券,900000,3,"1,200円 - 1,200円",1400,1999/10/18 - 1999/10/21,+15.00,食料品（おつまみ各種）の製造・販売
31,小野産業,1999/11/01,7858,ＪＱ,新日本証券,1000000,3,900円 - 900円,1100,1999/10/14 - 1999/10/19,+81.81,家電部品、ＡＶ情報通信部品、食品容器等プラスチック製品の製造及び販売
32,ミサワホームサンイン,1999/10/29,1741,ＪＱ,日興ソロモン・スミス・バーニー証券,800000,3,650円 - 650円,750,1999/10/14 - 1999/10/19,+13.33,戸建住宅及びアパートの請負工事並びに土地付き分譲住宅及び分譲地の販売
33,ビーイング,1999/10/29,4734,ＪＱ,野村證券,1980000,3,"3,000円 - 3,000円",3500,1999/10/12 - 1999/10/18,+125.71,土木積算ソフトを主力とする建設業界向け業務用パッケージソフトの開発・販売及びメンテナンス、インターネットプロバイダ事業
34,ピーシーデポコーポレーション,1999/10/29,7618,ＪＱ,国際証券,700,4,"2,800,000円 - 2,800,000円",3300000,1999/10/14 - 1999/10/19,+218.18,パーソナルコンピュータ、周辺機器及びアプリケーションソフトウェア等の小売業
35,京進,1999/10/26,4735,大証２部,日興ソロモン・スミス・バーニー証券,800000,2,570円 - 570円,670,1999/10/08 - 1999/10/14,+21.04,学習塾及び語学教室の経営等
36,オオゼキ,1999/10/26,7617,ＪＱ,野村證券,1000000,2,"5,000円 - 5,000円",6000,1999/10/06 - 1999/10/13,+50.00,生鮮食品（精肉・青果・鮮魚）を中心とする食品スーパーマーケット
37,アプレック,1999/10/19,8489,ＪＱ,日興ソロモン・スミス・バーニー証券,1000000,3,750円 - 750円,1000,1999/09/30 - 1999/10/06,+10.00,商業手形割引及び事業者向け金融業
38,セコムテクノサービス,1999/10/15,1742,東証２部,野村證券,4000000,3,"2,000円 - 2,000円",2400,1999/09/27 - 1999/10/01,+91.66,警備用機器の設置工事及び建築設備の保守・保全業務等
39,アサヒプリテック,1999/10/14,5855,ＪＱ,大和証券エスビー,2500,3,"2,400,000円 - 2,400,000円",3300000,1999/09/27 - 1999/09/30,+75.75,金、銀、パラジウム等の各種貴金属及び希少金属のリサイクル業、及び産業廃棄物処理業
40,本多通信工業,1999/10/13,6826,ＪＱ,大和証券エスビー,1000000,3,"2,700円 - 2,700円",3200,1999/09/22 - 1999/09/29,+128.12,通信機器、一般機器用コネクタ及び、端末装置類の研究開発、設計、製造及び販売
41,コロワイド,1999/10/13,7616,ＪＱ,野村證券,1000000,3,"2,000円 - 2,000円",2200,1999/09/21 - 1999/09/29,+54.54,「手作り居酒屋　甘太郎」を中心とした直営店による飲食店チェーンの経営
42,オービックビジネスコンサルタント,1999/10/07,4733,ＪＱ,野村證券,2000000,3,"12,000円 - 12,000円",15000,1999/09/17 - 1999/09/24,+366.66,ビジネスソリューションテクノロジー（勘定奉行等のアプリケーションソフト）及びコンピュータサプライ等関連製品の開発、販売並びにユースウェア（保守・導入指導等）の提供
43,日本エスリード,1999/10/07,8877,大証２部,大和証券エスビー,1500000,3,"3,500円 - 3,500円",4300,1999/09/17 - 1999/09/24,+100.00,中高層住宅の企画・販売、及び賃貸事業など
44,ステラケミファ,1999/10/01,4109,大証２部,大和証券エスビー,1800000,3,"2,400円 - 2,400円",3000,1999/09/10 - 1999/09/17,+100.00,フッ素化合物を中心とした高純度薬品などの製造販売
45,放電精密加工研究所,1999/10/01,6469,ＪＱ,日興證券,1200000,2,750円 - 750円,850,1999/09/16 - 1999/09/21,+29.41,放電加工を主体とする金属加工の受託業務
46,オオクボ,1999/10/01,7614,ＪＱ,大和証券エスビー,700000,3,"2,500円 - 2,500円",3000,1999/09/13 - 1999/09/20,+300.00,食肉小売専門店のチェーン展開
47,京都きもの友禅,1999/10/01,7615,ＪＱ,野村證券,10000,3,"400,000円 - 400,000円",450000,1999/09/10 - 1999/09/17,+55.55,呉服販売及び関連事業
48,エムティーアイ,1999/10/01,9438,ＪＱ,和光証券,700,9,"2,800,000円 - 2,800,000円",3300000,1999/09/14 - 1999/09/20,+809.09,移動体通信サービスの加入契約取次ぎ及び機器の販売事業並びに、移動体通信サービスを利用した音声及びデータコンテンツ事業
49,シークス,1999/09/22,7613,大証２部,野村證券,1500000,12,"2,500円 - 2,500円",3000,1999/09/03 - 1999/09/08,+66.66,電子部品・デバイス、民生・産業用電子機器、産業機械等の輸出入販売等
50,日本リロケーション,1999/09/22,8876,ＪＱ,大和証券エスビー,840000,3,"1,300円 - 1,300円",1700,1999/09/02 - 1999/09/08,+311.76,"リロケーション事業及び福利厚生代行サービス事業
"
51,トップボーイ,1999/09/21,7612,ＪＱ,日興ソロモン・スミス・バーニー証券,800000,3,"1,500円 - 1,500円",1700,1999/09/06 - 1999/09/09,+194.11,家庭用ゲームソフト・ゲーム機器の小売販売、加盟店に対する卸売販売
52,ユニバーサルホーム,1999/09/17,4731,ＪＱ,大和証券エスビー,700,3,"1,500,000円 - 1,500,000円",1900000,1999/08/30 - 1999/09/03,+36.84,木造軸組住宅のフランチャイズチェーン契約をした加盟店に対する経営指導援助並びに住宅設備資材等の販売
53,東栄住宅,1999/09/17,8875,ＪＱ,野村證券,2000000,1,"3,000円 - 3,000円",3400,1999/08/30 - 1999/09/03,+17.64,首都圏（東京都・神奈川県・千葉県・埼玉県）を中心に、戸建分譲住宅の企画・設計・施工監理・販売を主とする不動産業
54,ハイデイ日高,1999/09/16,7611,ＪＱ,大和証券エスビー,800000,2,"1,100円 - 1,100円",1300,1999/08/30 - 1999/09/02,+32.30,ラーメン専門店、中華料理店、台湾料理店、居酒屋等の経営
55,テイツー,1999/09/14,7610,ＪＱ,野村證券,1100,2,"675,000円 - 675,000円",775000,1999/08/27 - 1999/09/01,+416.12,古本・中古・新品のＶＴＲ、ゲームソフト、ＣＤを直営店網にて販売
56,ユー・エス・エス,1999/09/10,4732,名証２部,日興ソロモン・スミス・バーニー証券,1970000,3,"10,500円 - 10,500円",12500,1999/08/26 - 1999/09/01,+150.40,中古自動車オークション会場の運営
57,コナミコンピュータエンタテインメント大阪,1999/09/09,4729,ＪＱ,大和証券エスビー,2250,3,"1,800,000円 - 1,800,000円",2400000,1999/08/23 - 1999/08/27,+525.00,コンピュータソフトウェア及びゲーム機器並びに電子部品の制作及び販売
58,ダイトエレクトロン,1999/09/08,7609,ＪＱ,大和証券エスビー,1400000,12,"2,000円 - 2,000円",2400,1999/08/20 - 1999/08/26,+233.33,電子機器、電子部品及び半導体製造装置の販売
59,関西メンテナンス,1999/09/03,4730,大証２部,野村證券,2000000,3,"1,250円 - 1,250円",1350,1999/08/18 - 1999/08/23,+7.40,総合ビル管理、及びマンション管理等
60,テクノクオーツ,1999/09/02,5217,ＪＱ,新日本証券,1200000,3,"1,500円 - 1,500円",2000,1999/08/16 - 1999/08/19,+100.00,半導体製造装置用石英ガラス製品、シリコン製本、理化学機器用石英ガラスセル、半導体製造用加熱機器の製造及び販売
61,アサヒ飲料,1999/08/31,2598,東証１部,野村證券,16000000,12,"1,600円 - 1,600円",1800,1999/08/16 - 1999/08/19,+31.66,清涼飲料水の製造・販売等
62,多摩川電子,1999/08/31,6838,ＪＱ,日興ソロモン・スミス・バーニー証券,1500000,3,"1,400円 - 1,400円",1600,1999/08/17 - 1999/08/20,+118.75,無線機器向けの高周波回路素子および、通信用機器の試験・検査・データの測定のための計測機器の開発・製造･販売並びに化合物半導体の組み立て、試験業務
63,インターキュー,1999/08/27,9449,ＪＱ,野村證券,1000000,12,"3,500円 - 3,500円",4200,1999/08/12 - 1999/08/17,+400.00,インターネット接続サービス及びレンタルサーバー等の業務
64,エスケイジャパン,1999/08/24,7608,大証新,野村證券,800000,3,500円 - 500円,600,1999/08/06 - 1999/08/11,+30.00,アミューズメント施設のプライズ機に投入される景品の企画･販売
65,インター,1999/08/23,8493,大証２部,大和証券エスビー,1840000,3,"2,400円 - 2,400円",3000,1999/08/05 - 1999/08/11,+16.66,中小企業及び個人事業主に対する無担保・無保証による小口事業資金融資
66,トーセ,1999/08/17,4728,大証２部,大和証券エスビー,1100000,8,"2,800円 - 2,800円",3200,1999/07/30 - 1999/08/04,+196.87,コンピュータソフトウエアの企画・開発・販売等
67,進和,1999/08/06,7607,名証２部,野村證券,1100000,8,"1,200円 - 1,200円",1300,1999/07/21 - 1999/07/27,+15.38,溶接及びろう付を中心とした金属接合分野を主力とするエンジニアリング商社
68,ワコー,1999/08/05,4233,ＪＱ,丸三証券,1000000,3,640円 - 640円,850,1999/07/16 - 1999/07/23,+52.94,自動車用等アクセサリー・自動車用ウィンドフィルム等の製造販売
69,アジアパシフィックシステム総研,1999/08/05,4727,ＪＱ,勧角証券,596000,3,"3,300円 - 3,300円",3800,1999/07/16 - 1999/07/23,+57.89,広範囲の情報技術（ＩＴ）に対応したシステムコンサルテーション及び情報システムの構築･運用・保守
70,ユナイテッドアローズ,1999/07/30,7606,ＪＱ,野村證券,1800000,3,"7,000円 - 7,000円",8000,1999/07/13 - 1999/07/16,+87.50,紳士服・婦人服及び雑貨等の企画・販売
71,ソフトバンクテクノロジー,1999/07/23,4726,ＪＱ,日興ソロモン・スミス・バーニー証券,500000,9,"4,000円 - 4,000円",4600,1999/07/06 - 1999/07/12,+769.56,インターネットを利用したエレクトロニックコマース関連サービス事業
72,シーエーシー,1999/07/15,4725,ＪＱ,野村證券,1200000,12,"2,200円 - 2,200円",2500,1999/06/28 - 1999/07/02,+184.00,情報システムの企画、構築及び運用管理
73,コーアツ工業,1999/07/08,1743,ＪＱ,大和証券エスビー,1250000,9,500円 - 500円,600,1999/06/22 - 1999/06/25,+41.66,プレストレストコンクリート（ＰＣ）、一般コンクリートを用いる土木工事の請負及びＰＣの販売一般コンクリート製品の製造販売
74,シチエ,1999/07/08,4724,ＪＱ,国際証券,900000,12,"1,800円 - 1,800円",2100,1999/06/23 - 1999/06/28,+95.23,ビデオ・ＣＤレンタル店舗及びアミューズメント施設の運営
75,グッドウィル・グループ,1999/07/07,4723,ＪＱ,大和証券エスビー,800,6,"5,000,000円 - 5,000,000円",7000000,1999/06/17 - 1999/06/24,+228.57,軽作業に特化した請負業
76,フューチャーシステムコンサルティング,1999/06/22,4722,ＪＱ,大和証券エスビー,600,12,"5,000,000円 - 5,000,000円",6500000,1999/06/03 - 1999/06/09,+415.38,オープンシステムによる情報技術を利用した顧客の経営戦略実現のためのコンサルティングおよび情報システムの構築
77,フジ・コーポレーション,1999/06/22,7605,ＪＱ,野村證券,1200000,10,750円 - 750円,850,1999/06/04 - 1999/06/09,+61.17,自動車用タイヤ・ホイール等の販売
78,キョーエイ産業,1999/06/16,1744,ＪＱ,日興ソロモン・スミス・バーニー証券,900000,9,900円 - 900円,1000,1999/06/01 - 1999/06/04,+78.00,賃貸マンション等の企画、設計、施工、管理並びに賃貸及び維持管理
79,エッチ・ケー・エス,1999/06/15,7219,ＪＱ,野村證券,1000000,8,"1,200円 - 1,200円",1500,1999/05/27 - 1999/06/02,+2.00,自動車用アフターパーツおよび自動車用エンジン、軽量小型エンジン等の製造販売
80,パソナソフトバンク,1999/06/11,4721,ＪＱ,野村證券,2500000,3,"1,000円 - 1,000円",1300,1999/05/25 - 1999/05/31,+223.07,コンピュータ機器操作、ファイリング、取引文書作成などを特色とする人材派遣事業、コールセンター等のカスタマーサービス事業及びアウトソーシング事業の受託
81,ユニカフェ,1999/06/09,2597,ＪＱ,勧角証券,900000,9,"2,000円 - 2,000円",2500,1999/05/20 - 1999/05/26,+24.00,工業用（缶コーヒー等の原料用焙煎コーヒー）、業務用・家庭用コーヒーの製造及び販売並びに各種食材の仕入れ販売
82,安田倉庫,1999/06/09,9324,東証２部,野村證券,3500000,3,450円 - 450円,500,1999/05/21 - 1999/05/27,+56.00,倉庫・陸運・港運・通関業等の物流事業及び不動産業
83,エスイー,1999/06/04,3423,ＪＱ,野村證券,2000000,3,"1,100円 - 1,100円",1200,1999/05/19 - 1999/05/24,+0.83,プレストレストコンクリート用定着材、斜張橋用斜材、地すべり防止用アンカー落橋防止装置等のケーブルを用いた建設用資材の製造・販売
84,帝国電機製作所,1999/05/28,6333,大証２部,和光証券,800000,3,380円 - 380円,420,1999/05/13 - 1999/05/18,+40.23,電機機械器具等の製造及び販売等
85,昭和パックス,1999/04/28,3954,ＪＱ,大和証券エスビー,800000,3,350円 - 350円,380,1999/04/09 - 1999/04/15,+165.78,包装関連資材の製造及び仕入販売ならびに不動産の賃貸事業等
86,城南進学研究社,1999/04/27,4720,ＪＱ,野村證券,1270000,3,"1,000円 - 1,000円",1100,1999/04/09 - 1999/04/14,+18.18,大学受験を主とした進学指導
87,梅の花,1999/04/21,7604,ＪＱ,日興ソロモン・スミス・バーニー証券,1000,9,"850,000円 - 850,000円",950000,1999/04/06 - 1999/04/09,+216.84,湯葉と豆腐の店「梅の花」を主とした和食料理店の店舗展開
88,小林製薬,1999/04/20,4967,大証２部,野村證券,3000000,3,"4,000円 - 4,000円",4700,1999/04/02 - 1999/04/07,+81.06,医薬品及び日用品等の製造・販売
89,アルファシステムズ,1999/04/14,4719,ＪＱ,野村證券,1300000,7,"2,000円 - 2,000円",2300,1999/03/29 - 1999/04/01,+347.82,情報通信システムソフトウェアの受託開発事業
90,杏林製薬,1999/04/08,4560,東証２部,,--,3,,,---,--,医薬品・医薬部外品等の製造及び販売
91,ミサワホーム東海,1999/03/18,1745,名証２部,,2100000,3,200円 - 200円,240,1999/03/03 - 1999/03/09,+17.08,戸建て住宅の請負工事業
92,光和建設,1999/03/16,1746,広島証,勧角証券,970000,3,330円 - 330円,380,1999/02/26 - 1999/03/03,+13.15,電気通信工事請負業
93,ミサワホーム九州,1999/03/16,1747,福岡証,,900000,3,280円 - 280円,320,1999/03/01 - 1999/03/04,+9.37,戸建て住宅の請負工事業
94,アルメディオ,1999/03/10,7859,ＪＱ,野村證券,800000,3,460円 - 460円,680,1999/02/19 - 1999/02/25,+216.17,テスト用・音楽用ＣＤの製造
95,大豊工業,1999/03/04,6470,名証２部,日興證券,3500000,3,840円 - 840円,940,1999/02/17 - 1999/02/23,+15.95,"軸受・アルミダイカスト製品、金型製造
"
96,ミサワホーム北日本,1999/02/23,1748,ＪＱ,日興ソロモン・スミス・バーニー証券,1200000,3,250円 - 250円,300,1999/02/05 - 1999/02/10,+10.00,工業化住宅の建築工事請負及び設計監理、分譲住宅の販売及び不動産取引
97,メディカルサポート,1999/02/23,4717,ＪＱ,野村證券,1000000,3,480円 - 480円,530,1999/02/04 - 1999/02/09,+133.96,医療機関及び福祉施設の給食受託業
98,早稲田アカデミー,1999/02/18,4718,ＪＱ,国際証券,700000,3,200円 - 200円,260,1999/01/28 - 1999/02/03,+53.84,小学校１年生から高校３年生までを対象とする進学・学習塾
99,丸順,1999/02/10,3422,名証２部,東海丸万証券,1000000,4,200円 - 200円,260,1999/01/26 - 1999/02/02,+15.76,車体プレス部品、精密プレス部品、金型、樹脂製品、治具・検査具及び試作品その他の設計、製作、加工並びに販売
100,ジャック,1999/02/10,7602,ＪＱ,大和証券エスビー,900000,3,"3,500円 - 3,500円",6000,1999/01/22 - 1999/01/28,+75.00,テレマーケティング等 を用いて構築したデータベースを利用した、中古自動車の買い取りサービス及び販売
101,マックハウス,1999/02/10,7603,ＪＱ,野村證券,1400000,2,"1,000円 - 1,000円",1200,1999/01/25 - 1999/01/28,+16.66,ジーンズを中心としたアメリカンカジュアルウエア専門店の経営
102,日本オラクル,1999/02/05,4716,ＪＱ,日興ソロモン・スミス・バーニー証券,5000000,5,"4,400円 - 4,400円",7000,1999/01/21 - 1999/01/27,+72.85,ソフトウェア販売及び関連サービス。米国オラクルの日本法人データベース管理ソフトで世界首位。
103,ポプラ,1999/02/05,7601,ＪＱ,野村證券,1300000,2,"1,000円 - 1,000円",1200,1999/01/20 - 1999/01/25,+72.50,フランチャイズチェーンシステムによるコンビニエンスストアの経営
104,船井電機,1999/02/04,6839,大証２部,大和証券エスビー,2000000,6,"3,800円 - 3,800円",4800,1999/01/19 - 1999/01/22,+100.00,映像機器を中心とした電気製品の製造販売等
105,ニッコウトラベル,1999/02/02,9373,ＪＱ,野村證券,800000,3,500円 - 500円,560,1999/01/14 - 1999/01/20,+101.78,熟年層を対象とした海外旅行の企画及び販売
106,イトーヨーギョー,1999/01/29,5287,大証２部,日興ソロモン・スミス・バーニー証券,700000,3,800円 - 800円,950,1999/01/13 - 1999/01/25,+36.84,バイコンマンホール、バイコンパイプ、景観製品等の製造・販売及び下水道関連分野での商品、周辺技術の仕入れ販売
107,ウェザーニューズ,2000/12/25,4825,ナスダックジャパン,国際証券,700000,5,"1,300円 - 1,600円",1600,2000/12/08 - 2000/12/13,+18.75,全世界の天気予報に基づく企業向けの対応策情報の提供及びシステムインテグレーションサービス並びにマスメディア（放送、新聞、インターネット、モバイル等）及び一般大衆向けへの気象情報コンテンツの提供等
108,メディアシーク,2000/12/22,4824,マザーズ,東京三菱証券,1500,7,"350,000円 - 800,000円",550000,2000/12/07 - 2000/12/12,0,Ｅビジネス企業向けコンサルティング、コンテンツ配信サービス等
109,シー・ヴイ・エス・ベイエリア,2000/12/21,2687,ナスダックジャパン,新光証券,1000000,2,"700円 - 1,000円",700,2000/12/05 - 2000/12/08,+0.85,サンクス企業フランチャイズ契約によるコンビニエンス・ストア｢サンクス｣の直営店及びＦＣ店の運営等
110,カワニシ,2000/12/21,2689,東証２部,大和証券エスビー,1321000,6,300円 - 360円,350,2000/12/01 - 2000/12/07,+5.14,医療器材等の卸売販売
111,サイバード,2000/12/21,4823,ＪＱ,野村證券,2000,3,"1,400,000円 - 1,600,000円",1400000,2000/12/04 - 2000/12/08,-64.28,携帯電話及びＰＨＳ向けコンテンツプイロバイダー事業等
112,リアルビジョン,2000/12/21,6786,マザーズ,野村證券,2300,3,"3,500,000円 - 4,000,000円",3700000,2000/12/04 - 2000/12/08,-46.21,３次元グラフィックスＬＳＩ、ボードの開発、販売等
113,ツルヤ靴店,2000/12/20,2686,名証２部,東海東京証券,1000000,1,600円 - 780円,700,2000/12/04 - 2000/12/08,+7.14,紳士靴、婦人靴及びスポーツ靴の販売等
114,ハドソン,2000/12/20,4822,ナスダックジャパン,日興ソロモン・スミス・バーニー証券,2500000,2,"1,250円 - 1,450円",1450,2000/12/05 - 2000/12/08,-17.93,一般消費者向けゲーム等のコンテンツ開発・製作・販売等
115,昭和真空,2000/12/20,6384,ＪＱ,野村證券,1350000,3,"2,200円 - 2,500円",2500,2000/12/04 - 2000/12/07,0,真空技術応用装置の製造販売
116,インテック・ウェブ・アンド・ゲノム・インフォマティクス,2000/12/19,4821,マザーズ,野村證券,2000,12,"500,000円 - 700,000円",700000,2000/11/30 - 2000/12/06,-2.85,"同社は生命情報工学、情報通信応用技術等を利用した研究・システム開発を行っている。前期の売上構成ではＥコマースのシステム構築などのウェブ事業が６５．６％を占めるほか、アドバンス・リサーチが３４．４％となっている。 

同社の事業ではさらに遺伝子情報処理システムの研究・開発分野で遺伝子の研究支援や創薬支援といった「バイオ・インフォマティクス事業」があり、前期末のバイオ部門の売上はゼロだった。 

今期は第３四半期の比率でアドバンス・リサーチが４０．１％、ウェブ３９．６％、バイオが２０．３％となっている。 

同社はもともと、インテックの研究開発部門だったが、今年４月インテックからゲノム・インフォマティクス・センターの営業譲渡によってバイオ色を強める会社になった。 

今後は「ゲノム創薬」の開発などに向けたバイオ分野を中心に展開していく予定。 "
117,レインズインターナショナル,2000/12/18,2688,ＪＱ,新光証券,1000,12,"1,000,000円 - 1,400,000円",1400000,2000/12/01 - 2000/12/06,+42.85,外食フランチャイズ本部の経営
118,イーエムシステムズ,2000/12/15,4820,ＪＱ,野村證券,800000,3,"1,000円 - 1,100円",1000,2000/11/29 - 2000/12/04,-13.00,調剤薬局向けシステム事業及びその関連事業ならびに調剤薬局事業
119,ソフトバンク・インベストメント,2000/12/15,8473,ナスダックジャパン,大和証券エスビー,13000,9,"1,400,000円 - 2,000,000円",1500000,2000/11/28 - 2000/12/05,-8.00,ベンチャーキャピタル・ファンドの運用・管理及び株式公開支援コンサルティングを中核にしたベンチャーズ・インキュベーション事業
120,サンポット,2000/12/14,3428,ＪＱ,日興ソロモン・スミス・バーニー証券,1200000,3,250円 - 330円,300,2000/11/29 - 2000/12/05,0,石油暖房機器及び温水システム機器の製造販売及び同商品並びにそれらに関連する商品の販売及び石油暖房機器のレンタル業務
121,岡山製紙,2000/12/14,3892,ＪＱ,大和証券エスビー,2000000,5,280円 - 330円,320,2000/11/27 - 2000/12/01,+3.12,板紙および美粧段ボールの製造販売
122,ソフトブレーン,2000/12/14,4779,マザーズ,野村證券,1000,12,"700,000円 - 950,000円",700000,2000/11/27 - 2000/12/01,-38.57,インターネット技術を用いた企業向けパッケージソフトウェアの開発・販売および、科学計算パッケージソフトウェア製品などの開発・販売
123,デジタルガレージ,2000/12/14,4819,ＪＱ,いちよし証券,1300,6,"1,200,000円 - 1,500,000円",1500000,2000/11/29 - 2000/12/04,+13.33,インターネット・ソリューション・ビジネス、Ｅコマース事業及び、Ｅコマース事業で活用するオープンな基本システム等の構築並びに提供。
